a,b,LABEL
0.8837,1.50292,Ok
0.23995,7.02368,Ok
0.93762,4.69708,Fatal
0.93481,1.25592,Ok
-0.2728,6.30689,Fatal
0.87934,1.31623,Ok
-0.06166,1.59547,Ok
0.86329,0.99925,Ok
-0.31158,5.43521,Fatal
-0.34046,5.80415,Fatal
0.87123,4.65175,Fatal
0.89273,4.70365,Fatal
0.84202,0.9534,Ok
-0.35788,5.82519,Fatal
-0.13447,1.40644,Ok
0.84518,4.27667,Fatal
-0.08412,1.03268,Ok
-0.00397,1.50592,Ok
0.25785,6.81587,Ok
0.92822,1.7356,Ok
0.89906,4.78621,Fatal
-0.167,1.32541,Ok
0.21066,7.09597,Ok
-0.35106,5.89924,Fatal
-0.03784,1.77258,Ok
0.2287,6.9318,Ok
-0.24778,5.76335,Fatal
0.8274,4.58917,Fatal
0.95296,1.28158,Ok
0.8724,4.65614,Fatal
0.88922,1.39947,Ok
0.8449,4.75195,Fatal
0.87671,4.37838,Fatal
-0.17704,1.24966,Ok
0.88986,4.65091,Fatal
0.98455,1.57167,Ok
0.8328,4.3611,Fatal
-0.43314,6.92461,Ok
0.91629,1.48773,Ok
0.86845,4.72113,Fatal
0.88632,1.7225,Ok
-0.10027,1.51229,Ok
0.95297,4.38918,Fatal
0.25704,7.08722,Ok
0.23075,7.07996,Ok
-0.12788,1.7556,Ok
0.9157,1.45908,Ok
0.88833,4.4746,Fatal
-0.05467,1.62641,Ok
0.20849,8.67695,Ok
-0.27055,5.88318,Fatal
-0.38093,6.10022,Fatal
0.85424,4.5661,Fatal
0.23408,7.06658,Ok
-0.06732,1.79535,Ok
-0.20826,1.57222,Ok
-0.35623,5.82898,Fatal
0.91895,1.64389,Ok
0.86485,1.10418,Ok
0.38155,6.94883,Ok
-0.28816,5.92715,Fatal
0.89214,4.53338,Fatal
0.88856,1.16774,Ok
-0.09628,1.82226,Ok
0.26605,6.51434,Ok
-0.39882,5.96725,Fatal
0.90997,4.73511,Fatal
0.93534,4.3431,Fatal
-0.10124,1.57679,Ok
0.28045,7.22783,Ok
-0.14092,1.62956,Ok
0.78179,4.6386,Fatal
-0.37183,5.41134,Fatal
0.96197,1.24662,Ok
-0.29267,5.89578,Fatal
0.14496,7.00875,Ok
0.97208,1.10775,Ok
-0.12623,1.48917,Ok
0.93106,1.22211,Ok
-0.30792,5.34983,Fatal
0.86623,1.41972,Ok
0.97048,1.44161,Ok
0.18789,7.53312,Ok
-0.3745,5.91273,Fatal
-0.28734,5.93496,Fatal
0.86773,1.34012,Ok
0.87978,1.59848,Ok
-0.35176,6.03252,Fatal
0.94033,1.44087,Ok
0.21991,6.89275,Ok
0.30319,6.79876,Ok
0.24187,7.03926,Ok
0.85828,4.83498,Fatal
0.85799,4.40005,Fatal
-0.19384,1.55329,Ok
0.88346,1.09379,Ok
0.86957,4.70891,Fatal
0.93153,4.76706,Fatal
-0.29099,6.02076,Fatal
0.83936,4.70149,Fatal
0.89126,1.12426,Ok
0.90527,4.75445,Fatal
0.86845,1.43262,Ok
-0.10467,1.35497,Ok
-0.07801,1.66625,Ok
0.90319,1.47993,Ok
-0.21309,1.4844,Ok
0.9033,1.25497,Ok
0.21895,7.16614,Ok
0.93462,1.29208,Ok
0.1794,7.27966,Ok
0.80949,4.36999,Fatal
0.2377,6.99736,Ok
0.85453,4.85718,Fatal
0.23795,6.53367,Ok
-0.23052,6.23313,Fatal
0.95305,1.43276,Ok
0.19844,6.66508,Ok
0.82836,4.54692,Fatal
0.84121,4.75888,Fatal
0.81052,5.08142,Fatal
-0.334,5.62599,Fatal
0.64664,3.30062,Ok
0.25609,6.9108,Ok
0.86043,3.82394,Fatal
0.95675,0.83345,Ok
0.23026,7.16007,Ok
-0.27284,5.98894,Fatal
0.25187,6.92974,Ok
-0.33921,5.93794,Fatal
0.84625,1.47403,Ok
-0.04198,0.93164,Ok
0.86945,1.5184,Ok
0.21389,6.51276,Ok
0.22003,6.94968,Ok
0.90484,4.31008,Fatal
-0.26349,5.63865,Fatal
-0.17708,1.25264,Ok
0.93341,1.15443,Ok
0.88301,1.26545,Ok
0.93942,1.32857,Ok
-0.30655,5.60373,Fatal
-0.18937,1.11616,Ok
-0.33278,6.16876,Fatal
-0.09586,1.98167,Ok
0.87837,1.32661,Ok
0.13111,6.74738,Ok
0.15785,6.79019,Ok
0.19201,6.9899,Ok
-0.26314,6.08458,Fatal
0.85167,4.29603,Fatal
-0.29935,5.52587,Fatal
0.91427,1.74873,Ok
0.98,1.08741,Ok
0.92749,4.58458,Fatal
-0.13098,1.02935,Ok
-0.10562,1.7417,Ok
0.33198,7.06496,Ok
-0.33069,5.87625,Fatal
0.84679,4.5282,Fatal
0.28137,7.24518,Ok
-0.0739,1.40306,Ok
-0.317,6.0111,Fatal
0.18922,6.90208,Fatal
-0.08497,1.59674,Ok
-0.30957,5.92182,Fatal
-0.37817,5.64963,Fatal
-0.12129,1.5702,Ok
-0.27648,5.97825,Fatal
0.2486,6.88081,Ok
0.97754,1.63655,Ok
0.85155,1.37261,Ok
0.89148,1.18343,Ok
0.95719,1.311,Ok
0.19891,7.30261,Ok
-0.32996,6.31567,Fatal
-0.33008,6.10337,Fatal
-0.34769,6.06908,Fatal
0.96686,1.40725,Ok
0.85502,1.1699,Ok
-0.26655,6.00432,Fatal
-0.31966,5.83759,Fatal
0.92084,1.47215,Ok
-0.28025,5.46824,Fatal
0.96967,1.34294,Ok
-0.12366,1.70991,Ok
0.22848,7.04997,Ok
0.95854,4.66545,Fatal
0.19309,6.83473,Ok
-0.31771,5.96046,Fatal
0.8226,4.53024,Fatal
-0.17997,1.23908,Ok
-0.38399,6.11909,Fatal
-0.27941,5.86379,Fatal
-0.07044,1.6872,Ok
-0.35324,5.96928,Fatal
0.89737,4.75717,Fatal
0.94546,1.02383,Ok
0.21415,6.60154,Ok
0.93432,1.17793,Ok
-0.36964,5.60445,Fatal
0.90598,1.0746,Ok
0.9464,4.19943,Fatal
0.20629,6.88149,Ok
-0.15007,1.08315,Ok
0.92542,1.28661,Ok
0.17749,7.196,Ok
-0.86137,8.11109,Fatal
0.13017,6.5072,Ok
-0.04488,1.46121,Ok
0.95088,1.2831,Ok
-0.33024,5.78194,Fatal
0.25359,6.86294,Ok
-0.10566,1.28553,Ok
-0.38077,5.29911,Fatal
-0.04385,1.76652,Ok
0.28375,7.09505,Ok
0.10938,0.15908,Ok
0.22234,7.08501,Ok
0.88524,4.37772,Fatal
-0.04498,1.68743,Ok
-0.35287,5.99335,Fatal
0.20452,6.86854,Ok
0.90594,4.32273,Fatal
-0.31782,5.66201,Fatal
-0.26122,5.99106,Fatal
0.93505,4.37374,Fatal
0.89455,4.3432,Fatal
0.25837,6.99052,Ok
0.86181,4.54684,Fatal
0.83497,4.50718,Fatal
-0.24656,6.03499,Fatal
0.89106,4.28621,Fatal
0.79384,8.28605,Fatal
-0.19559,1.59172,Ok
0.24435,7.28432,Fatal
0.21601,6.72949,Ok
-0.05512,1.32636,Ok
0.90095,4.37902,Fatal
0.83794,4.75813,Fatal
-0.28834,5.78205,Fatal
-0.12697,1.82952,Ok
0.97745,1.48757,Ok
0.86224,4.71338,Fatal
0.84208,1.72882,Ok
0.95363,1.13104,Ok
0.83847,1.58679,Ok
0.21362,6.91497,Ok
0.20788,7.04631,Ok
-0.29596,6.09372,Fatal
-0.32182,6.13368,Fatal
0.26368,6.42243,Ok
0.24267,6.59732,Ok
-0.12941,1.59059,Ok
-0.08346,1.9864,Ok
0.87728,4.83943,Fatal
0.90629,1.23878,Ok
0.89244,1.4724,Ok
-0.26497,6.09915,Fatal
0.74943,4.34813,Fatal
0.1543,6.6737,Ok
-0.34859,6.01,Fatal
0.86365,1.24263,Ok
0.90253,1.45555,Ok
0.98046,4.83336,Fatal
-0.37991,5.89336,Fatal
0.85395,4.67162,Fatal
0.85129,4.47172,Fatal
0.21388,6.55258,Ok
-0.35353,6.01868,Fatal
0.27881,6.92632,Ok
-0.12039,1.75208,Ok
-0.37767,5.83007,Fatal
-0.12295,1.76971,Ok
0.87908,4.82726,Fatal
0.92723,1.34703,Ok
0.94004,4.7218,Fatal
-0.33443,5.90013,Fatal
0.94004,1.74107,Ok
-0.18801,1.47127,Ok
0.99506,4.76576,Fatal
0.92608,1.38845,Ok
-0.09321,1.48535,Ok
0.26592,6.55363,Ok
-0.13472,1.60779,Ok
0.18444,6.79958,Ok
-0.10895,1.26086,Ok
0.88499,4.79777,Fatal
0.82586,4.24112,Fatal
0.20923,6.91113,Ok
0.97669,4.88793,Fatal
0.90043,4.64184,Fatal
0.92434,4.63614,Fatal
0.2602,7.14579,Ok
-0.25351,5.55366,Fatal
-0.20784,5.74814,Fatal
0.84439,4.80387,Fatal
-0.38486,5.52318,Fatal
-0.31615,6.05581,Fatal
0.91515,4.81461,Fatal
0.1633,7.07007,Ok
0.19714,6.84687,Ok
-0.10164,1.62133,Ok
-0.20281,1.14447,Ok
0.24334,6.94972,Ok
0.23619,7.30354,Ok
-0.28802,5.53173,Fatal
0.90567,1.279,Ok
0.17997,6.85675,Ok
0.26962,6.91309,Ok
0.87046,5.96723,Fatal
-0.07426,1.7332,Ok
0.26636,6.39343,Ok
-0.16952,1.53676,Ok
-0.74448,6.55358,Fatal
0.93045,1.51201,Ok
0.27535,6.92077,Ok
-0.26759,5.72772,Fatal
0.32049,6.8214,Ok
0.26248,7.0403,Ok
-0.30843,5.81937,Fatal
0.89388,4.62688,Fatal
-0.10707,1.33537,Ok
-0.14483,1.74085,Ok
0.93805,4.17782,Fatal
-0.39905,5.61106,Fatal
-0.21954,6.15506,Fatal
0.87225,4.41892,Fatal
-0.31888,5.88333,Fatal
0.80641,4.72448,Fatal
0.9271,1.21354,Ok
-0.3203,5.71151,Fatal
-0.19868,1.46095,Ok
0.21921,7.24463,Ok
0.68337,2.51759,Fatal
0.67047,5.28792,Fatal
0.86442,4.39273,Fatal
0.18084,6.93048,Ok
0.90653,4.6018,Fatal
0.8339,4.50226,Fatal
0.88903,4.28895,Fatal
0.91821,4.2997,Fatal
-0.36042,5.81007,Fatal
0.89895,4.74226,Fatal
0.23898,7.02262,Ok
0.92413,4.41893,Fatal
-0.1411,1.19473,Ok
0.25513,7.29824,Ok
0.87279,1.27157,Ok
0.97008,0.94238,Ok
0.87724,1.20427,Ok
-0.1125,1.68724,Ok
-0.10563,1.84282,Ok
0.8824,5.13868,Fatal
0.25263,6.66422,Ok
1.02377,1.34822,Ok
-0.1444,1.34745,Ok
-0.12888,1.56945,Ok
0.82488,4.53968,Fatal
0.88909,5.05589,Fatal
-0.13309,1.54108,Ok
0.15595,6.63036,Ok
0.92694,4.78422,Fatal
0.94677,4.76895,Fatal
-0.15353,1.54875,Ok
-0.30575,5.67174,Fatal
0.16716,7.73441,Ok
0.2426,7.31513,Fatal
-0.10707,1.91422,Ok
0.87813,4.146,Fatal
-0.27426,5.94394,Fatal
-0.31989,5.64527,Fatal
0.95072,1.33431,Ok
-0.14306,1.38293,Ok
0.92193,1.002,Ok
0.17976,6.77738,Ok
-0.02094,1.40516,Ok
0.96522,1.40532,Ok
-0.23752,6.01066,Fatal
0.88869,4.32549,Fatal
-0.30697,6.00237,Fatal
0.8622,1.027,Ok
-0.06912,1.33456,Ok
0.95549,1.09517,Ok
0.9634,4.71231,Fatal
0.24211,7.81579,Ok
0.17647,7.30175,Ok
0.90207,4.87602,Fatal
-0.31933,5.89816,Fatal
0.94009,1.01091,Ok
0.87688,0.7121,Ok
0.87446,1.39001,Ok
-0.16222,1.93716,Ok
0.24916,6.68298,Ok
-0.1011,1.5275,Ok
-0.14242,1.67647,Ok
-0.26205,5.7609,Fatal
0.89907,1.39083,Ok
-0.37925,5.71087,Fatal
0.1987,7.18655,Fatal
0.85061,4.6214,Fatal
0.95587,1.28115,Ok
0.25213,6.99056,Fatal
-0.31687,5.45622,Fatal
0.11904,7.50915,Ok
-0.25627,5.86168,Fatal
0.30977,7.11067,Ok
0.83646,1.28847,Ok
0.8856,4.55331,Fatal
-0.09269,2.01619,Ok
0.82666,4.67674,Fatal
1.04083,1.47939,Ok
-0.13318,1.55693,Ok
-0.11412,1.37246,Ok
-0.19247,1.24648,Ok
-0.11437,1.14576,Ok
0.92375,4.55689,Fatal
-0.14342,2.15548,Ok
0.90188,1.51855,Ok
0.2031,7.24825,Ok
0.27627,7.21311,Ok
-0.30929,5.65698,Fatal
-0.14427,1.61858,Ok
-0.09772,2.40426,Ok
-0.37322,5.61756,Fatal
0.25399,6.91531,Ok
0.24458,7.21496,Ok
0.9303,4.59964,Fatal
0.216,6.86058,Ok
-0.38233,5.56552,Fatal
-0.15441,1.59878,Ok
-0.14664,1.54174,Ok
0.19199,7.10473,Ok
0.20423,6.97985,Ok
-0.28174,5.89508,Fatal
0.18969,7.10967,Ok
0.9934,0.84512,Ok
0.9186,1.25455,Ok
0.85794,4.86825,Fatal
0.87096,1.80234,Ok
0.80132,1.11916,Ok
0.22884,6.93797,Ok
0.88488,1.46662,Ok
-0.2739,5.83971,Fatal
0.31611,7.50867,Ok
-0.34357,5.83281,Fatal
-0.11384,1.91988,Ok
0.97527,1.03336,Ok
-0.32667,5.96612,Fatal
0.82271,4.24748,Fatal
0.28473,6.94876,Ok
-0.32647,6.41183,Fatal
0.89596,1.396,Ok
0.98251,4.77516,Fatal
0.84401,4.7637,Fatal
0.88393,4.56247,Fatal
0.83915,4.44665,Fatal
-0.34367,5.92012,Fatal
-0.11717,1.90865,Ok
-0.12361,1.69337,Ok
0.84276,4.25023,Fatal
-0.07323,1.68441,Ok
-0.36769,6.17033,Fatal
0.92711,1.40299,Ok
0.84765,4.90782,Fatal
-0.33888,5.83149,Fatal
0.27445,7.01633,Ok
0.2568,7.33521,Ok
0.26387,6.90635,Ok
-0.09552,1.92766,Ok
0.86247,1.15252,Ok
-0.31017,6.00135,Fatal
0.83286,4.87572,Fatal
0.23754,7.19619,Ok
-0.26131,5.98736,Fatal
-0.1437,1.48604,Ok
-0.0791,1.50896,Ok
-0.35145,6.34168,Fatal
0.18032,7.39211,Ok
-0.04908,2.14349,Ok
-0.25184,6.91315,Ok
0.20811,6.8987,Ok
0.20625,7.15874,Ok
-0.2957,6.09413,Fatal
0.79958,0.86039,Ok
0.24053,6.84451,Ok
-0.27326,5.77545,Fatal
-0.11763,1.4177,Ok
-0.19196,1.35925,Ok
-0.27334,5.81079,Fatal
-0.07507,1.72228,Ok
-0.34275,5.7146,Fatal
0.85945,4.39868,Fatal
0.92649,1.13351,Ok
0.21388,6.77581,Ok
-0.2468,6.09769,Fatal
0.81637,4.60069,Fatal
0.83673,4.71589,Fatal
0.25711,6.85794,Ok
-0.13296,1.59062,Ok
0.84883,4.55592,Fatal
0.85145,4.43114,Fatal
-0.31651,6.04802,Fatal
0.90466,4.43512,Fatal
0.92497,4.66453,Fatal
0.83503,4.44248,Fatal
0.99065,4.63912,Fatal
-0.31444,5.7917,Fatal
0.85345,4.07273,Fatal
-0.10658,1.31465,Ok
-0.14845,1.70167,Ok
-0.06858,2.04054,Ok
0.91402,1.45965,Ok
0.88488,4.76163,Fatal
0.91396,1.1781,Ok
0.86451,0.94482,Ok
-0.04728,1.61176,Ok
0.23278,7.13461,Ok
0.15396,7.19227,Ok
1.03315,1.34325,Ok
-0.18552,1.84858,Ok
0.87211,4.89919,Fatal
0.78384,5.05623,Fatal
0.2617,6.68153,Ok
0.86504,1.67574,Ok
0.95185,1.48674,Ok
0.93801,1.57285,Ok
-0.06746,1.83764,Ok
0.96591,4.94746,Fatal
-0.1479,1.55821,Ok
0.28925,6.71307,Ok
0.12589,7.16163,Ok
-0.10939,1.73024,Ok
0.92376,1.46106,Ok
-0.32764,6.13002,Fatal
-0.03068,1.60287,Ok
-0.12271,1.69298,Ok
0.90128,4.31436,Fatal
0.80093,1.38439,Ok
-0.11223,0.83324,Ok
-0.15823,1.46459,Ok
-0.09146,1.95398,Ok
-0.06693,1.71592,Ok
-0.0402,2.0185,Ok
-0.05366,1.55555,Ok
0.89797,1.26203,Ok
0.86556,1.6595,Ok
0.81989,4.96472,Fatal
0.94125,4.74511,Fatal
-0.04779,1.49721,Ok
0.87577,1.43137,Ok
-0.06968,1.69214,Ok
0.9389,4.72822,Fatal
1.01767,0.95125,Ok
-0.13371,1.77918,Ok
-0.14972,1.49945,Ok
-0.33566,5.7796,Fatal
0.87313,4.62799,Fatal
-0.16045,1.47415,Ok
-0.12724,1.51767,Ok
-0.34495,5.82076,Fatal
0.09889,6.94251,Ok
0.88842,1.4191,Ok
0.86438,4.41864,Fatal
-0.16004,1.43445,Ok
0.92997,4.56032,Fatal
0.28459,7.37546,Ok
0.29035,7.24965,Ok
0.86178,4.47091,Fatal
0.99097,1.18053,Ok
0.9001,1.24165,Ok
0.87634,4.43452,Fatal
0.80591,4.78283,Fatal
0.90859,1.39617,Ok
0.96188,4.81797,Fatal
1.01645,1.56273,Ok
0.93011,1.40233,Ok
0.87938,1.35269,Ok
-0.17191,1.77083,Ok
-0.05634,1.61096,Ok
-0.12911,1.7654,Ok
-0.09264,1.17171,Ok
0.18948,6.84818,Ok
0.86917,1.36096,Ok
0.21309,7.12223,Ok
0.95544,1.02174,Ok
-0.28021,5.80311,Fatal
0.9629,1.22656,Ok
0.89541,4.94379,Fatal
-0.26913,5.93598,Fatal
0.87684,4.86995,Fatal
0.24068,6.71215,Ok
-0.16625,1.52188,Ok
0.89997,5.07872,Fatal
0.85039,4.66553,Fatal
0.91494,4.79928,Fatal
0.90821,1.31288,Ok
0.89643,4.60159,Fatal
-0.20519,5.88699,Fatal
0.24029,7.36256,Ok
0.17435,7.19445,Ok
0.31603,6.72064,Ok
1.00976,1.0064,Ok
-0.15339,1.49001,Ok
-0.29545,6.14327,Fatal
0.82374,4.9327,Fatal
0.86767,4.27988,Fatal
0.85006,1.24581,Ok
0.90219,1.40487,Ok
-0.30981,6.26312,Fatal
-0.08081,1.52489,Ok
-0.2657,5.71812,Fatal
0.9054,1.61811,Ok
-0.04934,1.57561,Ok
-0.04697,1.2102,Ok
0.93274,1.02627,Ok
0.21267,7.00357,Ok
0.16358,7.54653,Ok
0.84179,4.67762,Fatal
0.90977,1.14217,Ok
-0.30697,5.95595,Fatal
-0.27586,5.99669,Fatal
-0.07048,1.59589,Ok
-0.14164,1.39775,Ok
-0.26719,5.74469,Fatal
0.80054,4.41797,Fatal
0.91443,0.92317,Ok
0.1621,7.21917,Ok
-0.25509,5.95135,Fatal
0.88249,4.57041,Fatal
0.83147,4.26124,Fatal
-0.31135,6.18022,Fatal
-0.02316,1.56582,Ok
0.30119,6.54799,Ok
-0.15258,1.29116,Ok
-0.03913,1.91674,Ok
-0.12758,1.12429,Ok
0.98646,5.01996,Fatal
0.86538,4.90514,Fatal
0.8502,4.83715,Fatal
0.21056,7.35955,Fatal
0.1537,6.50295,Ok
0.97265,1.43156,Ok
-0.0743,1.66637,Ok
0.82464,4.89771,Fatal
0.92029,1.2581,Ok
-0.19317,2.25868,Ok
0.93193,4.67831,Fatal
0.85672,4.32618,Fatal
-0.23514,6.04287,Fatal
-0.35228,5.8637,Fatal
0.94093,1.36924,Ok
-0.16012,1.90586,Ok
0.16796,6.86186,Ok
0.28459,7.00706,Ok
-0.36962,6.22121,Fatal
0.90478,4.45748,Fatal
0.27017,7.21593,Ok
0.88874,4.78357,Fatal
-0.10273,1.6921,Ok
-0.15735,2.11583,Ok
-0.09281,1.80499,Ok
0.80507,1.26935,Ok
0.98977,1.18899,Ok
0.89691,4.60782,Fatal
0.82636,1.33508,Ok
0.81897,4.65492,Fatal
-0.28571,5.92852,Fatal
-0.14509,1.49394,Ok
0.94633,1.30883,Ok
-0.13156,0.99641,Ok
-0.40338,6.34839,Fatal
0.19729,6.98352,Ok
0.19434,6.76217,Ok
-0.0551,1.70402,Ok
0.9367,1.42048,Ok
-0.28834,5.78404,Fatal
0.20438,6.80364,Ok
0.95703,1.09739,Ok
-0.35984,5.87885,Fatal
0.30248,7.29945,Ok
0.89542,1.34037,Ok
0.23643,7.20883,Ok
0.80375,1.5502,Ok
0.24909,7.11306,Ok
0.86234,4.61156,Fatal
0.2774,6.70078,Ok
-0.08519,1.35268,Ok
0.81806,4.48481,Fatal
-0.29014,5.8045,Fatal
0.8634,1.37736,Ok
-0.01379,1.45307,Ok
-0.26952,5.38266,Fatal
-0.17565,5.83027,Fatal
0.28589,6.91759,Ok
-0.02168,1.75696,Ok
0.88145,1.67283,Ok
0.2612,6.80947,Ok
0.93748,1.53652,Ok
-0.10115,1.49335,Ok
0.93276,4.25517,Fatal
-0.2471,1.7222,Ok
-0.31102,5.91637,Fatal
-0.18061,1.86942,Ok
0.916,1.31311,Ok
0.92338,1.18068,Ok
0.97389,1.44713,Ok
0.88508,4.71806,Fatal
0.93342,1.55383,Ok
-0.3352,5.89974,Fatal
0.88725,1.78278,Ok
-0.17139,2.18621,Ok
0.24714,6.9716,Ok
-0.16618,1.84083,Ok
-0.11615,2.11886,Ok
-0.16065,1.38694,Ok
-0.34663,5.98943,Fatal
0.25169,6.84463,Ok
0.92141,4.90411,Fatal
-0.27866,5.97366,Fatal
-0.77277,3.07058,Fatal
0.21757,6.69541,Ok
0.99451,1.61359,Ok
0.82969,4.89094,Fatal
0.97829,0.83067,Ok
0.79643,0.68123,Ok
-0.43287,5.90009,Fatal
0.18071,7.01167,Ok
0.91662,1.22552,Ok
0.31812,7.23306,Ok
0.88782,1.12223,Ok
0.89134,1.23637,Ok
0.16955,6.91997,Ok
0.13614,7.1573,Ok
0.19919,7.0898,Ok
0.27408,6.93133,Ok
-0.06789,1.14462,Ok
-0.32199,5.73489,Fatal
0.25572,7.09518,Ok
-0.36089,5.78782,Fatal
-0.01248,1.42951,Ok
-0.30773,6.02636,Fatal
1.01526,1.41579,Ok
0.8812,1.70091,Ok
0.98891,1.13579,Ok
-0.39618,5.85922,Fatal
0.90833,4.394,Fatal
0.92075,4.70395,Fatal
-0.24696,1.16289,Ok
-0.41561,6.08394,Fatal
-0.15653,2.32276,Ok
0.82982,4.55115,Fatal
-0.12667,2.08762,Ok
-0.36457,5.7557,Fatal
0.92236,1.64785,Ok
0.98461,1.43369,Ok
0.29345,6.7304,Ok
0.91899,1.40723,Ok
1.00937,1.1949,Ok
0.84256,4.53388,Fatal
0.96428,0.91714,Ok
0.87628,4.88702,Fatal
-0.3667,5.78727,Fatal
0.28848,6.53093,Ok
0.96291,1.41497,Ok
0.90118,4.36301,Fatal
-0.32394,5.58727,Fatal
0.96727,1.72555,Ok
0.87056,0.76998,Ok
-0.28349,5.88099,Fatal
0.2964,6.46855,Fatal
-0.32493,5.70008,Fatal
0.90598,1.20922,Ok
0.27663,6.6078,Ok
0.82177,4.21171,Fatal
0.9048,4.41252,Fatal
0.94878,1.74344,Ok
-0.36019,5.76006,Fatal
-0.33401,5.38815,Fatal
-0.22099,1.45411,Ok
-0.16711,1.65945,Ok
-0.34999,6.04391,Fatal
0.83757,4.3599,Fatal
-0.10011,1.09017,Ok
-0.33219,5.72449,Fatal
0.9321,4.38163,Fatal
0.88862,1.65821,Ok
0.98109,0.85457,Ok
0.30988,6.91208,Ok
0.92588,4.60561,Fatal
-0.2654,5.95403,Fatal
-0.03972,1.50575,Ok
-0.38125,5.41668,Fatal
-0.29034,5.98984,Fatal
0.97932,1.05778,Ok
-0.29054,6.09784,Fatal
0.98395,4.63679,Fatal
0.85701,1.50267,Ok
0.2355,7.26647,Fatal
0.21472,7.17128,Ok
0.81919,1.64748,Ok
0.84541,4.60596,Fatal
1.0246,1.58692,Ok
-0.10094,2.01177,Ok
0.15655,7.05719,Ok
-0.38246,5.84389,Fatal
0.91877,1.13641,Ok
0.21468,6.87267,Ok
0.2481,6.85343,Ok
-0.29906,5.96567,Fatal
0.89915,1.2755,Ok
0.29103,7.11553,Ok
-0.25653,5.85878,Fatal
0.87253,4.95333,Fatal
-0.31953,6.07222,Fatal
0.23067,6.83555,Ok
-0.3124,5.74418,Fatal
0.28382,7.0351,Ok
0.25724,6.82186,Ok
0.93564,4.54915,Fatal
0.82599,1.22678,Ok
-0.27637,5.76271,Fatal
-0.08352,1.16621,Ok
0.24134,7.09055,Ok
0.2572,6.83144,Ok
0.93034,4.95095,Fatal
0.92977,1.17406,Ok
0.87793,1.63122,Ok
0.93646,1.09596,Ok
0.95872,1.66588,Ok
-0.14777,1.66234,Ok
-0.10073,1.46898,Ok
-0.32185,5.89685,Fatal
-0.30476,6.02144,Fatal
0.8897,4.39195,Fatal
0.20958,7.34825,Ok
-0.29714,5.74807,Fatal
-0.12459,1.50407,Ok
0.89819,0.91424,Ok
-0.27672,5.76143,Fatal
-0.32504,5.73336,Fatal
0.17542,6.613,Ok
0.90021,0.93268,Ok
0.88018,4.54543,Fatal
0.88151,4.90031,Fatal
-0.34296,6.22374,Fatal
0.85022,4.55784,Fatal
0.90204,1.33576,Ok
-0.40871,6.03993,Fatal
0.91839,5.04124,Fatal
0.17574,7.09056,Ok
0.81218,4.60837,Fatal
0.18079,7.19593,Ok
0.95419,4.50684,Fatal
0.20686,6.77166,Ok
0.23548,6.93374,Ok
0.95303,1.23232,Ok
0.93801,1.27518,Ok
0.7917,5.19382,Fatal
0.12405,6.69391,Ok
0.30136,7.18549,Fatal
0.82436,1.35276,Ok
0.229,7.23932,Ok
0.19555,6.98663,Ok
0.26439,6.92516,Ok
0.26739,7.29539,Ok
-0.07766,1.79066,Ok
-0.24156,5.93617,Fatal
-0.30344,5.99452,Fatal
0.96389,1.21008,Ok
0.19816,7.21774,Ok
-0.04258,1.08387,Ok
0.24531,6.87542,Ok
0.2779,6.79146,Ok
0.26528,7.71033,Ok
-0.38355,5.89505,Fatal
-0.26906,5.62674,Fatal
-0.27777,6.14313,Fatal
-0.37765,5.81323,Fatal
-0.25761,5.64846,Fatal
0.85324,4.48405,Fatal
0.85556,5.16778,Fatal
0.254,7.06241,Ok
0.99248,4.57327,Fatal
-0.11701,1.74999,Ok
0.90353,1.29784,Ok
-0.16976,1.6554,Ok
0.85347,1.04356,Ok
0.96968,1.15867,Ok
0.94375,1.35676,Ok
-0.01236,1.15638,Ok
0.87073,4.51151,Fatal
0.89895,3.86887,Fatal
0.21846,7.20902,Ok
0.15573,6.81067,Ok
0.8789,1.39292,Ok
0.27569,7.16564,Ok
0.87223,4.53832,Fatal
-0.29676,5.97619,Fatal
0.92474,1.35766,Ok
-0.02894,1.75719,Ok
0.19605,6.63751,Ok
0.27699,7.02754,Ok
0.91085,1.28254,Ok
0.96717,4.23037,Fatal
-0.32894,5.82037,Fatal
0.86127,4.55282,Fatal
0.9402,1.53372,Ok
0.83106,4.67512,Fatal
0.89143,4.59063,Fatal
0.8037,4.33038,Fatal
-0.09315,1.7398,Ok
-0.1974,1.73803,Ok
-0.28707,5.63522,Fatal
1.0058,4.53048,Fatal
-0.3165,5.73308,Fatal
0.9706,4.49137,Fatal
0.87501,1.13902,Ok
0.82537,4.89752,Fatal
-0.17472,1.56205,Ok
-0.30737,5.5138,Fatal
0.15504,7.26997,Ok
0.25994,7.0304,Ok
0.89985,4.67834,Fatal
0.88146,4.69665,Fatal
0.81831,4.82412,Fatal
0.96688,4.72768,Fatal
0.90068,1.38624,Ok
0.31344,7.28606,Ok
-0.25955,5.98333,Fatal
-0.36893,5.86767,Fatal
0.84658,4.77527,Fatal
0.87717,4.3929,Fatal
0.34356,6.85775,Ok
0.91348,4.76551,Fatal
-0.37055,5.63277,Fatal
0.31787,7.04749,Ok
0.87781,1.51574,Ok
0.89014,1.24993,Ok
0.11034,6.84845,Ok
-0.33899,5.96805,Fatal
0.8722,4.63934,Fatal
-0.387,6.09463,Fatal
-0.30582,5.65922,Fatal
0.93874,1.50902,Ok
-0.35492,5.49672,Fatal
-0.3073,5.74616,Fatal
