a,b,c,LABEL
-0.99058,1.87438,732.93579,Fatal
0.73257,7.61857,-602.34909,Ok
-1.02281,1.99151,998.78608,Fatal
-0.98495,2.02026,701.06885,Fatal
0.94052,4.23797,2123.68113,Fatal
0.26603,9.16087,3718.51044,Ok
0.09006,1.77995,2059.64169,Ok
0.07543,2.64902,1639.59234,Ok
0.7458,3.81389,3414.17614,Fatal
0.78274,8.25267,-870.87235,Ok
0.10423,1.85083,1996.41563,Ok
-0.9431,2.80347,725.93958,Fatal
0.09522,8.87671,3624.69725,Ok
0.67469,3.6526,3426.65459,Fatal
-1.06462,2.67381,632.14845,Fatal
-0.99287,2.07827,876.32657,Fatal
-0.98229,2.0009,812.46135,Fatal
0.14187,9.32773,3624.81423,Ok
0.1666,9.03241,3776.00101,Ok
0.15369,2.30689,1801.78353,Ok
0.78254,3.65684,3066.87671,Fatal
0.10003,9.5538,3762.09378,Ok
-0.98031,1.53243,1022.48074,Fatal
0.81931,7.98384,-824.34453,Ok
-1.12027,2.05281,755.89441,Fatal
0.14887,9.07963,3841.92419,Ok
0.14717,2.18535,1721.75462,Ok
-0.99313,2.21655,968.27415,Fatal
-1.05365,2.07944,885.81489,Fatal
-1.0428,1.73865,777.55515,Fatal
0.08408,2.27137,1669.12652,Ok
0.12197,2.01638,2253.89174,Fatal
0.76217,3.40701,3298.93892,Fatal
0.05805,2.09602,2259.35273,Ok
-0.98328,2.69578,775.97374,Fatal
0.11402,9.03708,3848.75638,Ok
-0.9769,2.2146,1097.22797,Fatal
-0.99858,1.89906,587.84352,Fatal
0.79874,7.58853,-745.84432,Ok
0.81499,3.899,3258.1877,Fatal
-0.96873,1.92955,713.03134,Fatal
0.76711,3.6796,3373.76252,Fatal
0.12578,2.3834,2112.85827,Ok
0.7463,3.66071,3490.58916,Fatal
0.80267,7.53514,-774.75101,Ok
-0.95359,2.05737,1089.73607,Fatal
0.85069,7.58423,-749.75978,Ok
0.04868,2.23771,1862.77748,Ok
-0.88742,1.94436,735.08243,Fatal
0.1253,9.09279,3349.15171,Ok
0.18454,9.59398,3536.30693,Ok
-0.95202,1.99792,655.22626,Fatal
0.83345,7.67233,-688.72547,Ok
-1.00734,2.28977,937.71994,Fatal
-0.97992,1.64938,878.75524,Fatal
-0.92802,2.10142,715.11179,Fatal
0.77765,8.20035,-733.94565,Ok
0.71174,3.43567,3329.64402,Fatal
0.69875,8.0775,-980.3663,Ok
0.17668,8.8746,3387.4322,Ok
0.76854,6.211,-391.0105,Ok
0.12925,2.2144,1969.82932,Ok
-0.95807,2.08419,791.23672,Fatal
0.70808,3.3612,3452.08218,Fatal
0.09172,2.09931,1823.06252,Ok
0.17128,8.808,3546.65321,Ok
0.12849,8.9474,3462.66442,Ok
0.71768,8.02949,-756.47968,Ok
0.77017,3.5445,3390.05749,Fatal
0.08859,8.72912,3493.15283,Ok
-1.07321,2.21229,696.81599,Fatal
0.14652,9.04258,3425.7821,Ok
0.70665,3.6619,3523.69716,Fatal
0.70777,7.68188,-570.98097,Ok
-0.93371,2.03348,757.15479,Fatal
0.77924,8.16721,-636.68711,Ok
0.18378,9.1592,3656.95866,Ok
0.7892,7.94043,-706.85688,Ok
0.78823,3.341,3505.8787,Fatal
0.22731,9.43321,3516.99801,Ok
-0.96843,1.64115,629.20715,Fatal
-0.96802,1.92365,935.28849,Fatal
0.15164,2.3056,1849.65238,Ok
-1.01961,2.07133,911.53959,Fatal
0.78221,8.24555,-971.16513,Ok
-0.94361,1.63792,831.96559,Fatal
0.12129,9.07252,3797.02564,Ok
0.71963,7.42717,-756.84185,Ok
-0.97133,1.81929,1004.09473,Fatal
0.14639,2.34789,1868.703,Ok
0.65346,3.73177,3589.85146,Fatal
-1.04258,1.59787,955.18614,Fatal
0.19175,9.17883,3853.66749,Ok
0.14625,9.09721,3701.62758,Ok
0.78307,3.36585,3228.77816,Fatal
-0.38571,9.51783,3076.66038,Fatal
0.73317,8.47094,-847.65383,Ok
0.78161,4.1182,3348.88411,Fatal
0.82086,8.22508,-678.44258,Ok
0.78202,7.41753,-700.53991,Ok
0.75544,7.99268,-694.99414,Ok
0.74489,3.7292,3223.68827,Fatal
0.69856,3.57475,3248.22339,Fatal
0.69332,3.57108,3308.30439,Fatal
0.80724,7.75519,-872.14,Ok
0.14513,8.51667,3617.42182,Ok
0.0894,8.75156,3518.80358,Ok
0.69398,8.04528,-723.97783,Ok
0.78798,3.16167,3190.91086,Fatal
0.75766,3.66563,3336.58108,Fatal
0.14369,9.3653,3424.66271,Ok
-1.00565,2.33729,616.93657,Fatal
0.78434,3.57982,3292.33678,Fatal
0.05065,1.95553,1919.62594,Ok
0.84134,7.91974,-716.90138,Ok
-1.05813,2.09111,640.87484,Fatal
-1.0222,2.21162,866.25688,Fatal
0.14725,9.12991,3477.53978,Ok
0.75469,3.35922,3094.05067,Fatal
0.64522,7.89625,-706.63664,Ok
0.68604,3.35739,3109.39946,Fatal
-1.06835,2.03593,749.41016,Fatal
0.12122,2.30617,1932.11967,Ok
0.10834,9.01045,3579.75714,Ok
0.73157,3.56979,3426.7318,Fatal
0.10233,2.25909,1963.16191,Ok
0.84957,3.53485,3393.3755,Fatal
0.78185,4.20327,3495.7462,Fatal
0.1434,2.15984,2015.63962,Ok
-0.97701,1.89993,744.15812,Fatal
0.10045,2.10175,2200.22317,Ok
-0.98366,2.12913,755.27767,Fatal
0.64768,3.86241,3236.83023,Fatal
0.1205,2.19548,1998.72995,Ok
0.04993,2.18527,2062.96393,Ok
0.15622,8.48839,3895.29578,Ok
0.22447,9.20987,3693.4121,Ok
-0.96116,1.77394,709.96029,Fatal
-0.97898,2.43627,773.60143,Fatal
0.1778,1.96604,1924.60013,Ok
0.18355,8.79986,3558.42675,Ok
0.20206,9.17375,3914.17206,Ok
0.73482,7.95489,-883.92745,Ok
0.11576,1.98206,2088.17396,Ok
0.09398,8.67365,3645.39799,Ok
0.19314,9.28691,3503.3602,Ok
0.19008,8.80418,3739.19917,Ok
-1.04083,1.78113,678.54872,Fatal
0.68192,3.7056,3396.21754,Fatal
0.74618,3.51411,3131.67404,Fatal
0.17767,8.8419,3739.53126,Ok
0.17314,9.09844,3475.75512,Ok
-1.0308,1.78108,938.53453,Fatal
0.13183,9.08018,3831.40549,Ok
0.67682,3.82017,3258.12835,Fatal
0.1616,1.89868,1795.69986,Ok
0.67575,7.85884,-1013.66169,Ok
0.7332,3.58377,3378.25139,Fatal
-0.93391,2.28782,465.56227,Fatal
0.15079,9.25805,3332.34651,Ok
0.12303,2.48833,2047.09816,Ok
0.13835,9.28147,3647.7139,Ok
0.05633,2.31566,1869.59204,Ok
0.7764,8.07521,-482.19669,Ok
0.15554,2.21865,1805.81608,Ok
0.83178,7.6192,-784.7993,Ok
0.77255,7.6503,-780.82949,Ok
0.14184,1.8335,1904.99887,Ok
-1.04985,2.15838,881.72351,Fatal
-0.90996,1.78177,757.74636,Fatal
0.707,3.07708,3286.42722,Fatal
0.10028,2.14832,2002.03913,Ok
0.73253,7.65937,-759.49658,Ok
0.68321,3.28874,3558.95689,Fatal
0.08495,2.06001,1844.93895,Ok
0.76481,8.00601,-735.8269,Ok
0.20941,8.76323,3583.77147,Ok
0.05682,2.14388,2057.0238,Ok
-0.95576,1.91846,569.70193,Fatal
0.02586,8.53121,2018.6464,Fatal
0.73782,3.32242,3417.07469,Fatal
0.77031,3.27368,3233.58833,Fatal
-1.01574,1.87222,961.43696,Fatal
-0.95027,1.92389,900.46429,Fatal
-1.03684,2.07496,1072.38452,Fatal
-1.05364,1.5896,895.17908,Fatal
0.10878,2.01598,1812.87059,Ok
0.17238,9.10282,3607.37494,Ok
0.15121,9.22493,3518.00392,Ok
0.75526,7.67319,-1040.13632,Ok
-0.94413,2.1059,904.75274,Fatal
0.09819,8.85657,3501.01116,Ok
0.11527,1.96718,1842.64588,Ok
0.71036,3.16115,3362.81131,Fatal
-1.00168,1.83311,490.99008,Fatal
0.80588,7.79551,-820.21986,Ok
-0.95577,2.30528,786.03214,Fatal
0.10874,1.9412,2015.16709,Ok
0.74109,3.5572,3397.45229,Fatal
0.0882,2.139,1841.31722,Ok
0.77181,7.86043,-544.91322,Ok
0.77685,3.63984,3362.5159,Fatal
0.65535,3.90439,3264.5269,Fatal
0.1356,8.78204,3518.10239,Ok
-0.98121,1.78212,832.5173,Fatal
0.10354,8.81019,3448.87144,Ok
0.12555,1.92269,1979.39454,Ok
0.84683,7.58106,-535.28424,Ok
0.21654,8.71376,3721.436,Ok
0.17473,2.01045,1994.78304,Ok
0.82203,7.59281,-593.36709,Ok
-0.97131,2.08424,874.60681,Fatal
0.10099,2.20126,1753.5761,Ok
0.03252,9.19505,3507.86074,Ok
0.81416,3.24432,3315.79426,Fatal
0.11696,1.80223,1781.13646,Ok
0.76212,3.53782,3201.55031,Fatal
0.72034,3.23876,3196.15321,Fatal
0.77852,3.34542,3377.54308,Fatal
0.13757,1.86447,1948.64154,Ok
0.67827,3.08938,3288.16339,Fatal
-0.99523,1.45564,956.12057,Fatal
0.63452,3.15012,3438.68331,Fatal
-0.96047,1.79637,836.76071,Fatal
0.87166,7.69831,-890.63348,Ok
0.72741,3.2702,3261.88419,Fatal
0.05102,2.22708,1955.4965,Ok
0.81971,3.63564,3254.00818,Fatal
0.08892,1.85897,1968.50743,Ok
0.78523,8.22216,-865.54749,Ok
0.75324,3.56177,3339.03751,Fatal
0.15933,8.77358,3396.27311,Ok
-1.01971,2.13979,1076.33855,Fatal
0.76549,8.39247,-1073.19552,Ok
0.09875,9.08385,3635.74264,Ok
-0.93856,1.7441,989.96182,Fatal
0.79365,8.20514,-369.15246,Ok
-0.97848,1.78284,1072.81751,Fatal
0.08933,9.10693,3493.83875,Ok
0.77899,3.41395,3355.54493,Fatal
0.13693,9.0432,3530.93794,Ok
0.8142,3.65671,3172.7467,Fatal
-1.00288,2.13655,1029.1838,Fatal
0.1686,9.11358,3735.17223,Ok
0.07134,1.76123,1798.60707,Ok
0.88271,7.47699,-740.86142,Ok
0.81876,7.98281,-946.62288,Ok
0.11931,2.07286,1966.38765,Ok
0.77765,3.46783,3218.90472,Fatal
0.05552,2.03929,2009.08336,Ok
0.10208,9.26484,3602.53271,Ok
0.05245,2.47903,2012.13695,Ok
0.11508,8.95626,3615.0574,Ok
0.72036,8.02087,-579.14894,Ok
0.82493,7.81805,-841.36561,Ok
0.68695,3.69911,3428.17166,Fatal
-0.95609,2.37943,1005.3377,Fatal
0.71868,3.39519,3367.42608,Fatal
0.17963,2.44025,2160.72465,Ok
0.76217,3.52413,3329.94684,Fatal
0.71845,7.6469,-693.62698,Ok
-0.47061,4.19843,4692.60101,Ok
0.16088,8.9066,3575.83444,Ok
0.16629,8.87782,3445.2052,Ok
0.08023,2.23654,1904.88221,Ok
0.81258,7.76844,-723.13806,Ok
0.13231,9.06981,3184.79904,Ok
-0.30903,9.74601,65.58111,Ok
-0.998,2.06788,886.67344,Fatal
0.13198,9.17627,3424.6547,Ok
0.13833,8.75042,3586.34071,Ok
0.7952,3.03295,3257.59053,Fatal
0.74811,3.86946,3235.55559,Fatal
0.22649,9.23747,3593.88571,Ok
0.06283,2.07809,1949.68063,Ok
0.09888,1.78416,1864.84331,Ok
0.79675,8.45484,-745.00064,Ok
0.73303,7.97546,-841.96158,Ok
-1.02042,2.26362,687.78293,Fatal
0.11713,1.92504,1623.38403,Ok
0.71781,8.04201,-722.13437,Ok
0.22388,2.30033,1822.10471,Fatal
0.08786,8.99838,3564.82635,Ok
0.7713,3.43155,3162.21323,Fatal
0.11943,9.44096,3429.68462,Ok
0.15847,8.90373,3803.83001,Ok
0.69116,3.59743,2923.98528,Fatal
0.71191,8.23825,-854.25398,Ok
0.75978,2.93842,3369.74988,Fatal
0.78889,8.16713,-792.35706,Ok
0.11509,2.18577,1983.45902,Ok
0.22163,2.44129,1805.1897,Fatal
0.17171,8.84601,3719.27344,Ok
0.67934,3.44546,3346.21834,Fatal
0.15832,2.08115,2111.11728,Fatal
0.87484,7.99404,-1061.25273,Ok
0.70653,7.72137,-703.57821,Ok
0.73229,3.77739,3351.0525,Fatal
0.1978,9.29251,3835.75305,Ok
0.08327,2.37049,2162.08042,Ok
-0.95764,2.29318,1003.97966,Fatal
0.77324,3.15387,3541.40584,Fatal
0.70919,3.87672,3367.05736,Fatal
0.18615,9.05275,3767.80647,Ok
-0.99815,2.18672,885.78626,Fatal
0.86022,7.87093,-1036.75596,Ok
0.76718,7.74765,-751.87205,Ok
-1.00338,1.71754,887.57221,Fatal
0.80357,3.84866,3885.37724,Fatal
-0.97397,1.9405,1315.28438,Fatal
0.21132,8.76917,3462.16301,Ok
0.20105,2.10247,1811.22867,Ok
0.17942,9.45699,3447.53824,Ok
0.08162,2.13953,1841.47532,Ok
0.84405,7.62101,-728.60665,Ok
-0.95837,2.02859,889.51849,Fatal
0.80108,3.31608,3490.20674,Fatal
0.1655,9.47696,3888.59422,Ok
0.10527,8.84573,3473.47629,Ok
0.73646,3.17586,3407.1793,Fatal
-0.92947,1.84068,866.63511,Fatal
0.08328,8.79912,3745.58855,Ok
0.21759,1.76433,1764.10667,Ok
0.05663,1.87372,2092.79017,Ok
0.72315,8.12359,-997.74401,Ok
0.17165,2.38848,1740.63796,Ok
-1.00494,2.09573,705.26846,Fatal
0.26469,8.77888,3769.17021,Ok
0.74542,7.98273,-921.01877,Ok
0.05044,2.17457,1780.28162,Ok
0.7662,3.46124,3248.08577,Fatal
0.77779,8.01976,-619.28232,Ok
0.77409,3.38339,3319.06278,Fatal
-1.00651,1.99318,590.13022,Fatal
0.73504,8.0781,-1073.06327,Ok
-0.96681,1.66175,733.73446,Fatal
0.14998,2.02549,1961.05864,Ok
-0.96768,1.87766,859.84249,Fatal
0.70812,3.43357,3542.9046,Fatal
0.14847,8.74898,3523.95545,Ok
0.78542,8.07581,-1033.1417,Ok
0.02859,2.23918,1939.31269,Ok
0.77477,8.07863,-835.8638,Ok
0.13113,2.24529,1755.31136,Ok
0.15796,9.31932,3485.32575,Ok
0.11776,2.40673,1914.97031,Ok
0.7428,3.64386,3261.58878,Fatal
0.79335,8.21654,-1256.07808,Ok
0.81308,7.79709,-959.83681,Ok
0.68827,8.14578,-974.85546,Ok
0.78585,7.65887,-580.48093,Ok
0.67763,3.56461,3623.11025,Fatal
0.84413,8.08932,-730.03675,Ok
0.08909,1.93085,1954.27479,Ok
-1.01677,1.91724,863.58037,Fatal
0.78661,7.99418,-1064.93234,Ok
0.00466,1.65958,1910.65712,Ok
0.75356,7.7778,-1095.90779,Ok
0.19059,8.94867,3695.80283,Ok
0.08117,9.1819,3580.83285,Ok
0.82181,7.7739,-693.82205,Ok
0.72779,3.39963,3398.83697,Fatal
0.72581,3.73212,3144.189,Fatal
-0.99215,1.37799,824.69395,Fatal
0.71272,3.65576,3267.66683,Fatal
0.7149,3.88479,3338.75708,Fatal
0.14406,2.52899,2100.03748,Ok
0.81876,3.53952,3406.84562,Fatal
-1.0348,2.07221,679.59288,Fatal
0.15724,8.95612,3624.62495,Ok
0.10369,2.58528,1868.80174,Ok
-1.05232,1.97282,983.11376,Fatal
0.14231,2.17432,1768.05154,Ok
0.73783,3.58552,3507.08618,Fatal
0.06692,2.2798,1706.09318,Ok
-0.97493,2.30445,909.25385,Fatal
0.81905,7.96183,-872.43048,Ok
0.71317,8.15718,-694.9812,Ok
-0.97082,1.67197,740.19421,Fatal
0.17387,8.95928,3693.99689,Ok
0.03861,2.11302,2094.28099,Ok
0.79188,7.68738,-990.28621,Ok
-0.99843,2.12068,742.15186,Fatal
0.69461,7.54904,-638.28877,Ok
-0.99484,1.35915,1110.44277,Fatal
-0.97761,2.4459,947.28687,Fatal
0.75942,7.57094,-711.23112,Ok
0.12877,2.03851,1546.89508,Ok
0.78553,7.72403,-570.3831,Ok
0.10989,2.43022,1899.69514,Ok
0.03412,1.95933,2182.44417,Ok
0.82204,7.9471,-822.35862,Ok
0.15239,2.13396,1846.88415,Ok
-1.01,2.09715,852.71252,Fatal
0.085,9.01692,3361.04911,Ok
0.77238,8.269,-720.10641,Ok
0.14638,2.24098,1650.45521,Ok
-0.89699,1.63162,742.5797,Fatal
0.13501,9.05719,3600.7791,Ok
0.82606,3.62185,3568.68975,Fatal
0.64881,3.17408,3338.27541,Fatal
0.70271,3.54303,3344.61242,Fatal
-0.95321,1.81198,848.12886,Fatal
0.11588,9.05586,3699.15802,Ok
0.70285,3.5975,3225.00271,Fatal
-1.00066,2.00834,920.38319,Fatal
-0.96441,2.04682,701.80297,Fatal
0.76226,3.36453,3163.88882,Fatal
-0.93055,1.84427,981.57133,Fatal
0.73728,8.07605,-780.05232,Ok
0.1833,1.92338,2095.04074,Ok
0.81269,7.87054,-665.79266,Ok
0.73463,3.56749,3356.79205,Fatal
0.75297,8.03059,-938.11255,Ok
0.12905,2.18251,1715.56311,Ok
0.21061,8.88431,3635.76165,Ok
0.17415,9.00513,3580.88426,Ok
0.07336,2.20112,1855.40064,Fatal
0.14074,9.12042,3369.6878,Ok
0.07635,2.36735,2093.61741,Ok
0.11626,2.09501,2172.87964,Ok
0.7869,3.37305,3255.50265,Fatal
0.80495,8.11107,-743.84202,Ok
0.09553,2.52217,1860.59916,Ok
0.77446,7.66241,-851.82843,Ok
0.8275,7.95753,-996.1884,Ok
0.17451,8.80987,3576.39372,Ok
0.76518,3.72302,3132.63115,Fatal
0.2251,9.59031,3748.4289,Ok
0.19244,9.13744,3682.58853,Ok
0.81011,7.74967,-721.4468,Ok
0.73924,3.29693,3164.31704,Fatal
0.08714,8.74621,3751.45633,Ok
0.16555,8.9272,3849.73073,Ok
0.81285,3.27082,3298.80097,Fatal
0.14864,8.84415,3929.67659,Ok
0.74542,3.34173,3505.51571,Fatal
0.14523,2.06888,2089.13419,Ok
0.13328,1.82392,1974.72209,Ok
0.79193,8.01211,-948.59868,Ok
0.13267,9.00296,3519.08797,Ok
0.21632,1.92977,2002.10333,Ok
0.11213,2.27015,2066.49492,Ok
0.73914,7.70969,-899.192,Ok
0.0783,2.41654,1739.51102,Ok
0.77924,3.27425,3199.24326,Fatal
0.19035,8.50786,3441.70095,Ok
-1.00057,2.11303,797.27075,Fatal
-0.90871,2.1038,669.82614,Fatal
0.82615,7.94177,-967.68681,Ok
0.77665,7.57841,-819.12423,Ok
0.82843,8.02202,-951.31373,Ok
0.20508,1.72617,1644.26953,Ok
0.07299,1.90759,2009.69791,Ok
-1.00735,2.01467,771.37847,Fatal
0.5873,3.57267,3321.32644,Fatal
-1.03561,1.73685,736.81968,Fatal
-0.96757,1.78121,945.77675,Fatal
0.74185,3.10392,3288.87279,Fatal
0.24417,8.92646,3476.38508,Ok
0.22011,8.96068,3694.99677,Ok
0.82981,7.53946,-805.97788,Ok
0.82146,3.68296,3262.18153,Fatal
0.60999,6.4801,4146.78099,Ok
0.01859,2.60426,2131.45536,Ok
0.76818,3.65643,3245.37035,Fatal
0.78669,3.2269,3315.43474,Fatal
-0.9159,2.14152,855.57583,Fatal
0.22509,9.01768,3929.51115,Ok
0.2086,8.81619,3647.50508,Ok
0.72364,8.05242,-783.92125,Ok
0.1821,8.69606,3709.11791,Ok
0.11257,2.35078,2000.3289,Ok
0.68563,3.04676,3492.3122,Fatal
-0.96872,1.75307,787.35583,Fatal
0.08094,9.02369,3573.00816,Ok
-1.04766,2.18384,871.5544,Fatal
-0.96629,1.82913,727.14781,Fatal
-1.01464,2.09287,992.97996,Fatal
-1.01117,1.96472,645.75539,Fatal
0.0829,8.58804,3484.08181,Ok
0.15028,2.25228,2067.63117,Ok
0.1577,1.84586,1670.52627,Ok
0.14448,2.54907,1959.59606,Ok
-0.94418,2.24641,777.49014,Fatal
0.7293,3.54595,3250.67959,Fatal
0.08244,2.17611,1954.23911,Ok
0.73132,8.14658,-918.96357,Ok
0.18841,8.95435,3741.71364,Ok
-1.00912,2.1753,864.51542,Fatal
0.73422,7.61642,-630.69489,Ok
0.18132,1.68946,1715.40194,Ok
0.80119,3.28656,3281.87895,Fatal
0.2022,9.34071,525.81505,Fatal
0.73972,3.12235,3103.43618,Fatal
0.17212,2.11201,1955.47884,Ok
0.74224,8.04297,-1007.8054,Ok
0.76885,8.05069,-682.00561,Ok
0.17248,2.22991,1829.63603,Ok
0.84393,3.19304,3235.3052,Fatal
0.14431,8.99286,3660.36253,Ok
0.72415,3.72728,3074.16843,Fatal
-0.03022,2.31559,1922.81377,Fatal
0.72495,3.43506,3226.52941,Fatal
0.19593,8.75368,3561.34873,Ok
-0.92533,1.97456,437.02397,Fatal
0.04357,2.02332,1802.61085,Ok
0.11296,9.155,3858.60265,Ok
0.05368,1.86961,2020.63021,Ok
0.73965,3.60824,3120.10925,Fatal
0.14624,9.13842,3556.01222,Ok
0.77968,3.31872,3441.03713,Fatal
0.80627,8.05169,-975.11042,Ok
0.79428,3.46385,3187.58143,Fatal
0.70389,3.75675,3119.80067,Fatal
0.01672,2.10156,1897.53487,Ok
-1.03141,2.3171,849.52259,Fatal
0.79712,7.53597,-730.03516,Ok
0.13141,9.02344,3837.90352,Ok
0.82573,8.24143,-647.01175,Ok
0.17239,2.13298,2104.82008,Ok
0.75374,3.43829,3408.87252,Fatal
0.09528,1.95029,1947.71973,Ok
0.81736,7.85224,-657.65343,Ok
0.03998,2.14488,1900.97507,Ok
0.79109,3.43212,3161.21246,Fatal
0.83603,3.22602,3113.556,Fatal
0.16009,2.22761,1727.49436,Ok
-0.99693,1.96626,790.69283,Fatal
0.0859,2.33966,1815.94178,Ok
-1.04744,1.76944,861.67893,Fatal
0.78342,7.68452,-739.82754,Ok
0.80425,7.95307,-744.32307,Ok
0.82111,8.01057,-769.58792,Ok
-0.96034,2.14069,1068.27307,Fatal
0.11392,1.66652,1962.16124,Ok
-1.05526,1.93442,963.12369,Fatal
0.6998,3.72278,3325.17971,Fatal
0.73641,7.8211,-664.71906,Ok
0.78431,8.04858,-464.09185,Ok
0.10266,2.08756,1778.95413,Ok
0.85496,7.89378,-809.25018,Ok
0.78582,3.65162,3427.96447,Fatal
0.1043,1.99127,2136.45336,Ok
0.78023,7.82841,-932.27877,Ok
0.72215,8.1934,-811.41777,Ok
-0.98524,2.32909,1016.40855,Fatal
-0.93276,2.21666,664.98412,Fatal
0.77729,3.5654,3582.66873,Fatal
0.79036,8.00383,-868.59768,Ok
0.1493,8.9774,3640.65241,Ok
0.73123,3.2882,3449.57737,Fatal
0.08756,2.06269,2038.91632,Ok
-0.93135,2.1367,669.86985,Fatal
0.16825,8.89896,3866.07706,Ok
0.66791,3.36134,3233.30432,Fatal
0.66124,3.10792,3383.61056,Fatal
0.09449,1.87265,1889.65601,Ok
0.10816,1.70816,2295.582,Ok
0.72958,3.76172,3439.16074,Fatal
0.75405,3.64716,3252.82281,Fatal
-1.01004,2.18017,993.68055,Fatal
0.67458,2.91548,3373.01476,Fatal
0.00481,2.41379,1848.78354,Ok
-0.94306,2.05986,1076.07415,Fatal
0.2281,8.74853,3807.74043,Ok
0.80225,7.97832,-407.87584,Ok
0.74195,7.40534,-750.25032,Ok
0.73204,3.337,3342.66664,Fatal
0.72735,3.51435,3631.46848,Fatal
0.73614,7.94865,-695.64715,Ok
0.19086,2.35126,2073.55798,Ok
0.1853,9.03192,3731.53593,Ok
0.13599,9.03532,3381.76128,Ok
0.1003,2.12012,1873.77504,Ok
0.81131,8.10311,-755.85733,Ok
0.00514,0.46854,4022.16017,Ok
-1.00979,1.93281,589.66799,Fatal
-0.91975,2.1025,1124.8357,Fatal
0.19762,8.80507,3485.69048,Ok
-0.95633,1.36619,767.39188,Fatal
0.12298,9.02825,3622.23178,Ok
0.11218,2.03452,2041.24297,Ok
-1.00512,1.9987,891.72126,Fatal
-0.957,2.02272,722.85235,Fatal
0.74463,7.85976,-636.15343,Ok
0.6836,3.44371,3199.35716,Fatal
0.87304,7.86977,-764.45928,Ok
0.69459,3.96179,3402.34759,Fatal
0.7477,4.1982,3361.59216,Fatal
0.14371,1.90806,1898.71967,Ok
0.8228,8.14615,-925.77192,Ok
0.16925,8.76114,3625.43902,Ok
0.73049,8.01854,-719.55939,Ok
0.17931,2.45857,2011.40018,Ok
0.17816,2.31013,1718.95099,Ok
0.23215,8.90329,3726.66255,Ok
0.83219,7.63921,-726.54882,Ok
0.13275,8.91647,3612.60656,Ok
0.13722,8.95033,3406.07885,Ok
0.84221,7.73438,-993.67854,Ok
0.04818,9.03751,3658.74307,Ok
0.73636,3.41024,3166.6025,Fatal
0.09002,2.19298,1827.278,Ok
0.79205,3.59217,3186.0264,Fatal
0.74317,7.67341,-1077.46733,Ok
0.06712,9.07712,3539.47875,Ok
0.79527,3.44598,3334.57122,Fatal
0.08071,0.04452,1134.72783,Fatal
0.08433,9.00478,3468.94298,Ok
0.11304,1.89448,1754.39339,Ok
0.82379,8.03942,-694.36451,Ok
0.19601,9.07658,3448.81657,Ok
0.07246,2.21463,2054.6965,Ok
0.13322,9.29652,3674.57839,Ok
-0.01214,1.82613,1730.78563,Ok
0.13778,1.65448,1744.89172,Ok
-0.95932,1.84356,552.00976,Fatal
-0.98206,1.84222,903.80397,Fatal
0.77589,3.61935,3175.52547,Fatal
-1.0164,2.11429,626.36661,Fatal
0.76082,7.8838,-909.38482,Ok
-1.00758,2.3283,842.36344,Fatal
-1.02321,2.35048,732.11836,Fatal
0.80471,3.44575,3373.76564,Fatal
-1.00538,1.83588,792.65026,Fatal
0.71247,8.21164,-863.30787,Ok
0.13843,2.18181,2165.31291,Ok
0.74521,8.54441,-950.6874,Ok
-1.06539,2.0166,823.96544,Fatal
0.81333,7.89517,-710.40172,Ok
-0.98839,2.1982,1096.8661,Fatal
0.6745,3.55453,3384.06036,Fatal
0.20948,8.94218,3510.22804,Ok
0.64329,3.55154,3257.62948,Fatal
-1.00467,2.15297,709.366,Fatal
0.84039,7.65568,-963.03365,Ok
0.79914,8.12595,-829.43861,Ok
0.18478,8.96729,3670.96325,Ok
0.09472,1.91307,1940.82068,Ok
0.72024,7.79544,-674.04451,Ok
0.77036,7.78246,-772.25142,Ok
0.88912,7.9583,-1054.40603,Ok
-0.9743,2.03095,869.65007,Fatal
0.74977,7.95213,-837.47584,Ok
0.13942,8.96701,3286.25673,Ok
0.12236,8.90296,3546.31721,Ok
0.74865,3.34466,3304.43076,Fatal
0.80348,3.41553,3368.56535,Fatal
-0.97672,1.85467,903.91021,Fatal
0.13748,9.09549,3337.04436,Ok
0.14977,2.21741,2064.62049,Ok
-0.51509,3.69189,-244.10165,Ok
0.09762,1.93776,1682.51841,Ok
0.20386,9.00862,3475.70587,Ok
0.75389,3.00093,3541.42344,Fatal
0.0651,2.11057,1819.5129,Ok
0.85358,8.08069,-831.74903,Ok
0.77146,8.36917,-681.07957,Ok
0.75264,3.85643,3425.48932,Fatal
0.21442,2.13612,1075.88734,Ok
0.10625,9.1656,3469.81821,Ok
0.08462,8.84386,3547.94011,Ok
-0.87958,5.86123,-150.19065,Ok
0.1142,8.59148,3617.67477,Ok
0.73752,7.95634,-707.97798,Ok
0.74329,7.94827,-526.95783,Ok
0.85934,7.81947,-849.84849,Ok
0.06889,1.94452,1953.95056,Ok
0.75353,7.47876,-788.65425,Ok
0.2065,9.01605,3728.00235,Ok
-0.90235,1.67953,822.16812,Fatal
0.80538,3.55207,3522.10551,Fatal
0.09455,2.16253,1980.42594,Ok
0.10871,2.24838,2072.09043,Ok
0.16543,9.10712,3432.75234,Ok
-0.96305,2.24788,876.18526,Fatal
0.12309,9.06179,3453.02505,Ok
0.78587,8.26209,-663.9925,Ok
0.8172,8.1316,-743.29436,Ok
0.12556,9.23364,3729.16433,Ok
0.15176,9.22244,3711.41974,Ok
0.77617,3.2445,3315.1401,Fatal
0.08627,2.06688,1983.1392,Ok
0.18298,9.05893,3621.37773,Ok
